TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
47.38,Credit,Seattle,Online,Dewasa Muda,Student,61,1,459.37,2024-11-04 08:07:05,1
512.81,Debit,Sacramento,Branch,Lansia,Retired,30,1,6994.34,2024-11-04 08:11:58,2
488.15,Debit,Louisville,Branch,Dewasa,Engineer,168,1,7071.09,2024-11-04 08:11:13,2
12.82,Debit,Fort Worth,ATM,Dewasa,Engineer,156,1,9045.19,2024-11-04 08:08:25,2
66.9,Credit,Charlotte,Online,Lansia,Retired,129,4,5238.71,2024-11-04 08:10:39,2
535.91,Debit,Las Vegas,Online,Dewasa,Engineer,22,1,9642.12,2024-11-04 08:10:49,0
270.72,Credit,Washington,Online,Dewasa Muda,Engineer,53,1,6263.96,2024-11-04 08:11:05,2
97.98,Debit,Denver,Branch,Lansia,Retired,18,1,7460.33,2024-11-04 08:08:43,2
196.08,Debit,San Francisco,Online,Lansia Muda,Retired,98,1,4233.82,2024-11-04 08:06:31,2
251.18,Debit,San Jose,ATM,Dewasa,Engineer,246,1,8303.9,2024-11-04 08:07:55,2
44.52,Debit,El Paso,Online,Dewasa Muda,Student,205,1,314.28,2024-11-04 08:10:28,1
178.87,Debit,Baltimore,Online,Dewasa,Doctor,180,1,5241.23,2024-11-04 08:10:16,2
1176.28,Credit,Kansas City,ATM,Lansia Muda,Engineer,174,5,323.69,2024-11-04 08:11:44,1
386.68,Debit,New York,Branch,Dewasa,Doctor,128,1,6863.06,2024-11-04 08:06:28,2
167.14,Debit,Denver,Online,Lansia,Retired,20,1,3877.73,2024-11-04 08:06:26,1
345.22,Debit,Fresno,Branch,Lansia,Retired,253,1,4046.58,2024-11-04 08:07:36,1
74.85,Debit,Raleigh,ATM,Lansia,Retired,117,1,2409.73,2024-11-04 08:11:49,1
671.73,Debit,Washington,Branch,Lansia Muda,Engineer,54,1,5211.88,2024-11-04 08:12:04,2
255.04,Debit,Seattle,ATM,Dewasa,Engineer,152,1,6217.86,2024-11-04 08:11:38,2
45.77,Debit,Philadelphia,Online,Dewasa Muda,Student,109,1,5978.12,2024-11-04 08:08:01,2
329.69,Credit,San Antonio,Online,Dewasa Muda,Student,66,1,1671.66,2024-11-04 08:09:49,1
362.04,Credit,Philadelphia,Branch,Lansia Muda,Doctor,198,2,8421.88,2024-11-04 08:08:47,2
11.92,Debit,San Diego,Branch,Lansia Muda,Doctor,52,1,14611.9,2024-11-04 08:11:22,0
47.42,Debit,San Diego,ATM,Lansia Muda,Doctor,28,1,8253.52,2024-11-04 08:08:56,2
35.99,Debit,Miami,Branch,Lansia Muda,Retired,129,1,4489.79,2024-11-04 08:09:17,2
151.19,Credit,New York,Branch,Dewasa,Doctor,96,1,11903.82,2024-11-04 08:11:16,0
242.62,Credit,San Francisco,Online,Dewasa Muda,Student,234,1,483.02,2024-11-04 08:07:09,1
48.72,Debit,Virginia Beach,Branch,Dewasa Muda,Student,17,1,816.08,2024-11-04 08:07:27,1
43.46,Debit,Boston,ATM,Dewasa Muda,Student,80,1,578.06,2024-11-04 08:10:45,1
1036.21,Debit,Omaha,Online,Dewasa Muda,Student,126,1,477.3,2024-11-04 08:12:22,1
443.79,Debit,Las Vegas,ATM,Lansia Muda,Retired,87,1,3133.85,2024-11-04 08:11:16,1
365.14,Debit,Dallas,Online,Lansia,Retired,57,1,5894.09,2024-11-04 08:07:25,2
757.41,Debit,Los Angeles,ATM,Dewasa Muda,Student,37,1,9532.42,2024-11-04 08:09:03,0
20.54,Debit,Fort Worth,Branch,Lansia Muda,Engineer,72,1,5327.03,2024-11-04 08:07:28,2
475.36,Debit,Phoenix,ATM,Dewasa,Engineer,105,1,2000.6,2024-11-04 08:06:59,1
34.74,Debit,San Francisco,ATM,Lansia Muda,Retired,24,1,6827.57,2024-11-04 08:11:03,2
689.54,Debit,Oklahoma City,Branch,Dewasa Muda,Student,93,1,1633.76,2024-11-04 08:08:53,1
211.18,Debit,Washington,ATM,Lansia,Retired,90,1,4069.17,2024-11-04 08:11:50,2
211.36,Credit,Fort Worth,Branch,Lansia Muda,Engineer,286,1,7943.47,2024-11-04 08:11:10,2
744.41,Credit,Houston,Online,Dewasa,Engineer,107,1,8842.47,2024-11-04 08:11:27,2
61.43,Debit,Phoenix,Online,Dewasa Muda,Student,170,1,1882.77,2024-11-04 08:08:18,1
167.44,Debit,Mesa,Branch,Dewasa,Doctor,82,1,12526.71,2024-11-04 08:10:49,0
361.46,Debit,Nashville,Online,Dewasa Muda,Student,83,1,4737.84,2024-11-04 08:10:42,2
378.85,Debit,Virginia Beach,Branch,Lansia,Retired,126,1,2300.53,2024-11-04 08:09:07,1
241.11,Debit,Columbus,Branch,Dewasa,Doctor,55,1,12385.05,2024-11-04 08:10:49,0
131.93,Credit,Fort Worth,Branch,Dewasa,Engineer,13,1,4547.06,2024-11-04 08:06:50,2
20.28,Debit,Oklahoma City,Online,Dewasa,Engineer,213,1,2047.83,2024-11-04 08:10:02,1
415.88,Debit,San Diego,Branch,Lansia,Doctor,170,1,10008.33,2024-11-04 08:08:01,0
49.99,Debit,Omaha,ATM,Lansia Muda,Retired,139,1,2299.64,2024-11-04 08:08:15,1
1221.65,Debit,Denver,Online,Dewasa Muda,Student,153,1,243.92,2024-11-04 08:10:41,1
100.66,Debit,Dallas,Branch,Lansia Muda,Doctor,144,1,14473.33,2024-11-04 08:11:54,0
485.54,Debit,Louisville,Online,Dewasa Muda,Student,148,1,1533.32,2024-11-04 08:11:09,1
321.15,Debit,Los Angeles,Branch,Dewasa,Doctor,179,1,7005.05,2024-11-04 08:06:33,2
711.3,Debit,San Jose,Branch,Dewasa Muda,Student,51,1,955.4,2024-11-04 08:09:32,1
12.23,Debit,Houston,ATM,Dewasa,Engineer,139,1,7844.88,2024-11-04 08:07:29,2
350.94,Debit,Colorado Springs,ATM,Dewasa Muda,Student,64,1,221.56,2024-11-04 08:10:35,1
301.85,Debit,Columbus,Online,Lansia Muda,Engineer,25,1,6586.19,2024-11-04 08:10:05,2
29.34,Debit,Louisville,Online,Lansia,Retired,30,1,3944.82,2024-11-04 08:11:42,1
231.71,Debit,Raleigh,Branch,Dewasa Muda,Student,148,1,1127.98,2024-11-04 08:07:02,1
179.43,Debit,Oklahoma City,ATM,Lansia Muda,Retired,244,1,2626.63,2024-11-04 08:10:00,1
36.71,Debit,Jacksonville,Branch,Dewasa,Doctor,55,1,6459.38,2024-11-04 08:11:44,2
138.12,Credit,Los Angeles,Branch,Lansia Muda,Doctor,281,1,1649.69,2024-11-04 08:11:23,1
233.24,Debit,Louisville,ATM,Dewasa,Engineer,72,1,6939.23,2024-11-04 08:07:39,2
609.14,Debit,Tucson,ATM,Dewasa,Engineer,177,1,9033.87,2024-11-04 08:11:33,2
436.64,Debit,Los Angeles,Branch,Dewasa,Doctor,111,1,14365.18,2024-11-04 08:08:23,0
870.43,Debit,Los Angeles,Branch,Dewasa Muda,Doctor,55,1,10115.18,2024-11-04 08:07:52,0
354.4,Debit,Chicago,ATM,Lansia,Retired,128,1,7358.65,2024-11-04 08:10:00,2
22.63,Debit,Kansas City,Online,Lansia Muda,Engineer,112,1,4438.03,2024-11-04 08:10:56,2
182.19,Debit,Mesa,Branch,Dewasa Muda,Student,53,1,1176.1,2024-11-04 08:06:27,1
126.81,Debit,Philadelphia,Branch,Dewasa Muda,Engineer,290,1,5427.98,2024-11-04 08:12:22,2
288.17,Debit,Virginia Beach,Online,Dewasa,Engineer,50,1,3653.11,2024-11-04 08:10:16,1
118.77,Debit,Atlanta,Branch,Lansia Muda,Engineer,123,1,2104.82,2024-11-04 08:10:29,1
651.82,Debit,Indianapolis,ATM,Dewasa Muda,Student,166,1,1802.77,2024-11-04 08:07:02,1
66.65,Debit,Detroit,ATM,Dewasa,Engineer,33,1,3559.96,2024-11-04 08:11:00,1
98.53,Debit,Denver,Branch,Lansia,Retired,166,1,3564.8,2024-11-04 08:11:19,1
138.95,Debit,Washington,Online,Lansia,Retired,30,1,6752.92,2024-11-04 08:08:37,2
33.89,Debit,Nashville,Branch,Dewasa Muda,Student,177,1,1444.75,2024-11-04 08:11:36,1
23.71,Debit,Atlanta,Branch,Lansia Muda,Doctor,164,1,10788.89,2024-11-04 08:09:16,0
1830.0,Debit,San Antonio,Online,Lansia Muda,Engineer,238,1,2235.7,2024-11-04 08:11:59,1
26.06,Debit,San Diego,ATM,Lansia,Doctor,283,1,12893.63,2024-11-04 08:12:00,0
17.07,Debit,Los Angeles,Branch,Dewasa Muda,Engineer,44,1,2798.15,2024-11-04 08:11:25,1
703.89,Debit,San Antonio,Online,Dewasa,Engineer,62,1,3583.67,2024-11-04 08:06:44,1
1271.9,Debit,Houston,ATM,Dewasa,Engineer,155,1,2120.8,2024-11-04 08:09:27,1
26.55,Debit,Houston,ATM,Lansia,Retired,228,1,3085.38,2024-11-04 08:07:23,1
147.4,Debit,San Jose,Branch,Dewasa,Engineer,259,1,6797.71,2024-11-04 08:07:18,2
202.11,Debit,Memphis,ATM,Dewasa Muda,Student,18,1,746.47,2024-11-04 08:10:01,1
308.42,Debit,Nashville,Branch,Lansia,Retired,39,1,5427.81,2024-11-04 08:06:34,2
11.18,Debit,Miami,ATM,Lansia Muda,Engineer,144,1,7467.3,2024-11-04 08:10:57,2
294.15,Debit,Fresno,Online,Dewasa,Engineer,136,1,6362.16,2024-11-04 08:07:20,2
29.58,Debit,Colorado Springs,Branch,Lansia Muda,Engineer,121,1,8345.26,2024-11-04 08:11:01,2
139.45,Debit,Boston,Online,Dewasa Muda,Student,31,1,1305.76,2024-11-04 08:10:08,1
432.63,Debit,Colorado Springs,ATM,Dewasa Muda,Doctor,137,1,13648.36,2024-11-04 08:10:24,0
131.43,Debit,Charlotte,Online,Dewasa,Doctor,65,1,1337.5,2024-11-04 08:12:12,1
516.72,Debit,Mesa,ATM,Dewasa,Engineer,128,1,2015.69,2024-11-04 08:11:35,1
121.82,Debit,Colorado Springs,Online,Lansia,Doctor,123,3,8354.54,2024-11-04 08:08:07,2
374.5,Credit,San Francisco,Branch,Dewasa Muda,Student,178,1,1671.51,2024-11-04 08:08:37,1
166.13,Debit,Omaha,ATM,Lansia,Doctor,227,1,11822.53,2024-11-04 08:12:08,0
626.9,Debit,Chicago,ATM,Dewasa Muda,Student,146,1,587.11,2024-11-04 08:11:30,1
466.85,Debit,Austin,Branch,Lansia Muda,Retired,165,1,5422.53,2024-11-04 08:09:35,2
788.84,Debit,Phoenix,Online,Lansia Muda,Retired,231,1,1913.73,2024-11-04 08:09:42,1
873.65,Credit,Oklahoma City,Online,Dewasa,Doctor,59,1,12139.83,2024-11-04 08:09:57,0
525.28,Debit,Colorado Springs,ATM,Lansia,Retired,134,1,4693.6,2024-11-04 08:09:39,2
110.17,Debit,Raleigh,ATM,Dewasa,Engineer,137,1,464.2,2024-11-04 08:12:11,1
632.69,Debit,Denver,ATM,Lansia,Retired,76,1,4363.74,2024-11-04 08:09:26,2
124.35,Debit,Oklahoma City,ATM,Lansia,Retired,90,1,3319.76,2024-11-04 08:11:35,1
43.85,Debit,Fresno,ATM,Lansia Muda,Retired,122,1,4356.98,2024-11-04 08:07:18,2
283.81,Debit,San Diego,Branch,Dewasa Muda,Student,29,1,1519.35,2024-11-04 08:10:46,1
168.53,Debit,San Francisco,ATM,Lansia,Retired,112,1,5962.58,2024-11-04 08:12:09,2
218.59,Credit,Denver,Branch,Dewasa,Engineer,123,1,6699.23,2024-11-04 08:07:12,2
132.84,Debit,Oklahoma City,ATM,Dewasa Muda,Student,143,1,822.73,2024-11-04 08:08:40,1
157.37,Credit,Dallas,Branch,Dewasa,Doctor,289,1,13964.31,2024-11-04 08:10:30,0
144.77,Debit,Albuquerque,Online,Dewasa Muda,Student,159,1,867.32,2024-11-04 08:10:54,1
643.22,Debit,Atlanta,ATM,Lansia Muda,Doctor,93,1,1035.86,2024-11-04 08:07:46,1
1392.54,Debit,El Paso,Branch,Dewasa,Doctor,297,1,13347.69,2024-11-04 08:09:15,0
208.07,Debit,Oklahoma City,Online,Dewasa,Doctor,36,1,8478.9,2024-11-04 08:11:43,2
94.3,Debit,Phoenix,Branch,Lansia Muda,Doctor,57,1,11088.95,2024-11-04 08:08:14,0
295.5,Debit,Mesa,ATM,Lansia Muda,Retired,36,1,6280.66,2024-11-04 08:07:08,2
30.23,Debit,Austin,ATM,Dewasa,Doctor,99,1,481.13,2024-11-04 08:12:06,1
112.05,Credit,Phoenix,ATM,Dewasa Muda,Student,159,1,1122.88,2024-11-04 08:08:31,1
180.24,Debit,Phoenix,Branch,Lansia Muda,Engineer,144,1,8431.23,2024-11-04 08:09:17,2
13.71,Credit,Denver,Online,Dewasa,Engineer,148,1,8342.79,2024-11-04 08:11:17,2
96.54,Debit,New York,Branch,Lansia Muda,Retired,95,1,7182.22,2024-11-04 08:10:31,2
79.35,Debit,Los Angeles,Online,Lansia,Retired,70,1,1692.15,2024-11-04 08:09:48,1
101.04,Debit,San Antonio,ATM,Dewasa Muda,Student,160,1,1695.57,2024-11-04 08:06:43,1
74.42,Debit,El Paso,Online,Dewasa,Engineer,68,1,6264.21,2024-11-04 08:11:23,2
39.66,Debit,Virginia Beach,Branch,Lansia Muda,Engineer,169,1,8497.34,2024-11-04 08:07:20,2
99.36,Debit,Seattle,ATM,Dewasa,Doctor,46,1,1272.12,2024-11-04 08:09:15,1
123.85,Debit,Las Vegas,Online,Lansia Muda,Engineer,244,1,3959.62,2024-11-04 08:06:36,1
426.93,Debit,Omaha,ATM,Dewasa Muda,Student,248,1,476.19,2024-11-04 08:09:12,1
133.73,Credit,San Jose,Online,Dewasa Muda,Student,123,1,1872.22,2024-11-04 08:09:22,1
222.39,Debit,Virginia Beach,Online,Dewasa,Engineer,73,1,3117.39,2024-11-04 08:10:52,1
215.94,Credit,Virginia Beach,Online,Dewasa Muda,Student,140,1,1841.69,2024-11-04 08:10:45,1
6.3,Debit,Columbus,Branch,Lansia,Retired,283,5,7697.68,2024-11-04 08:12:13,2
826.23,Debit,Colorado Springs,ATM,Dewasa Muda,Doctor,209,1,7580.59,2024-11-04 08:07:32,2
416.37,Debit,Columbus,Online,Dewasa,Engineer,67,1,7936.91,2024-11-04 08:08:50,2
131.46,Debit,Charlotte,Branch,Lansia,Retired,258,1,6642.33,2024-11-04 08:11:30,2
202.86,Credit,Memphis,Branch,Lansia Muda,Doctor,149,1,7642.25,2024-11-04 08:08:54,2
268.39,Debit,Miami,ATM,Dewasa Muda,Student,171,1,136.74,2024-11-04 08:06:40,1
194.85,Debit,Jacksonville,Online,Dewasa Muda,Student,130,4,319.84,2024-11-04 08:08:01,1
137.35,Credit,Sacramento,Online,Dewasa,Doctor,220,1,12662.66,2024-11-04 08:10:23,0
712.75,Debit,Philadelphia,Branch,Dewasa,Doctor,25,1,8126.06,2024-11-04 08:09:52,2
353.82,Debit,Milwaukee,ATM,Dewasa,Doctor,143,1,705.75,2024-11-04 08:06:40,1
507.25,Debit,Washington,Branch,Lansia,Retired,143,1,5331.57,2024-11-04 08:11:10,2
212.74,Debit,Seattle,Branch,Dewasa Muda,Engineer,128,1,7645.47,2024-11-04 08:07:49,2
364.42,Debit,Colorado Springs,ATM,Lansia Muda,Engineer,146,1,8119.73,2024-11-04 08:09:16,2
195.12,Debit,Louisville,ATM,Dewasa,Doctor,144,1,6101.15,2024-11-04 08:10:40,2
230.61,Debit,Raleigh,Branch,Lansia,Retired,204,1,2561.42,2024-11-04 08:09:46,1
739.28,Credit,Tucson,Branch,Lansia Muda,Doctor,47,1,11905.64,2024-11-04 08:11:13,0
390.35,Credit,Omaha,ATM,Lansia Muda,Doctor,61,1,7095.88,2024-11-04 08:10:01,2
242.03,Debit,Dallas,Online,Lansia Muda,Engineer,124,1,4382.73,2024-11-04 08:07:12,2
242.39,Credit,San Antonio,ATM,Dewasa Muda,Student,271,1,1328.73,2024-11-04 08:06:48,1
135.03,Debit,San Francisco,ATM,Dewasa Muda,Student,180,1,1278.0,2024-11-04 08:08:18,1
83.5,Debit,Dallas,Branch,Lansia Muda,Retired,91,5,1749.79,2024-11-04 08:07:22,1
193.54,Debit,Oklahoma City,Branch,Lansia,Retired,267,1,2929.51,2024-11-04 08:08:26,1
617.36,Debit,Kansas City,Branch,Dewasa Muda,Engineer,61,1,8926.38,2024-11-04 08:09:23,2
775.23,Credit,Albuquerque,Online,Lansia Muda,Doctor,38,1,5977.59,2024-11-04 08:07:01,2
266.57,Debit,El Paso,ATM,Lansia,Retired,100,1,7676.92,2024-11-04 08:09:17,2
153.4,Debit,Mesa,ATM,Dewasa,Engineer,144,1,4657.7,2024-11-04 08:08:08,2
946.94,Debit,Charlotte,Branch,Lansia Muda,Retired,251,1,5579.11,2024-11-04 08:07:11,2
5.12,Debit,New York,Branch,Dewasa,Engineer,90,1,3293.01,2024-11-04 08:10:31,1
119.11,Debit,Detroit,ATM,Lansia Muda,Engineer,131,1,7998.25,2024-11-04 08:09:48,2
1096.7,Debit,Colorado Springs,Online,Dewasa Muda,Student,147,1,1093.89,2024-11-04 08:11:28,1
119.72,Debit,Tucson,Branch,Dewasa,Engineer,123,1,3435.34,2024-11-04 08:10:20,1
107.4,Debit,Virginia Beach,Online,Lansia Muda,Doctor,32,1,344.07,2024-11-04 08:08:03,1
115.92,Debit,Raleigh,ATM,Lansia Muda,Retired,57,1,3897.17,2024-11-04 08:09:02,1
438.04,Debit,Philadelphia,ATM,Lansia,Retired,247,1,5358.95,2024-11-04 08:06:33,2
677.29,Debit,Houston,Online,Dewasa Muda,Engineer,287,1,627.79,2024-11-04 08:07:16,1
296.0,Debit,Las Vegas,Branch,Dewasa,Doctor,248,1,7418.82,2024-11-04 08:06:54,2
299.09,Credit,Boston,Branch,Dewasa,Engineer,84,1,5615.26,2024-11-04 08:08:01,2
461.52,Credit,Denver,Branch,Dewasa Muda,Student,44,1,1995.18,2024-11-04 08:08:53,1
100.52,Debit,Las Vegas,ATM,Lansia Muda,Engineer,110,1,453.39,2024-11-04 08:11:28,1
85.35,Debit,Washington,ATM,Lansia,Retired,166,1,2173.76,2024-11-04 08:06:25,1
79.76,Debit,Raleigh,Branch,Dewasa,Engineer,170,1,6452.14,2024-11-04 08:09:34,2
778.49,Credit,Omaha,Online,Lansia,Retired,107,1,7713.67,2024-11-04 08:09:21,2
386.38,Debit,Phoenix,Online,Dewasa,Engineer,135,1,5528.36,2024-11-04 08:10:06,2
165.25,Debit,Sacramento,Online,Dewasa,Doctor,106,1,9939.94,2024-11-04 08:11:35,0
14.29,Debit,Los Angeles,ATM,Dewasa,Engineer,150,1,7016.99,2024-11-04 08:08:52,2
232.79,Credit,Indianapolis,Branch,Lansia Muda,Retired,145,1,2661.3,2024-11-04 08:11:40,1
1237.56,Credit,Austin,Branch,Lansia Muda,Engineer,159,1,9410.17,2024-11-04 08:11:45,0
92.29,Debit,Albuquerque,Branch,Lansia Muda,Engineer,115,1,2026.32,2024-11-04 08:11:25,1
293.97,Debit,Phoenix,Branch,Lansia,Retired,153,1,7371.85,2024-11-04 08:08:57,2
136.32,Debit,Miami,Online,Dewasa Muda,Student,113,1,264.83,2024-11-04 08:09:24,1
251.06,Debit,Colorado Springs,Online,Dewasa,Doctor,34,1,10001.66,2024-11-04 08:10:13,0
50.17,Credit,Sacramento,ATM,Lansia,Retired,35,1,7752.14,2024-11-04 08:10:59,2
21.4,Debit,Fresno,Branch,Dewasa,Engineer,258,1,9594.11,2024-11-04 08:11:40,0
73.28,Debit,Boston,Branch,Dewasa Muda,Student,21,1,1329.41,2024-11-04 08:10:57,1
70.23,Debit,Memphis,ATM,Dewasa,Doctor,260,1,11624.93,2024-11-04 08:07:16,0
689.29,Debit,El Paso,ATM,Dewasa Muda,Student,100,1,168.84,2024-11-04 08:07:49,1
745.03,Debit,Fort Worth,Online,Dewasa Muda,Student,231,1,160.57,2024-11-04 08:09:15,1
54.61,Debit,Milwaukee,ATM,Lansia Muda,Engineer,160,1,7135.64,2024-11-04 08:07:19,2
54.05,Debit,Louisville,Branch,Dewasa Muda,Student,146,1,469.14,2024-11-04 08:11:34,1
107.47,Debit,Austin,Online,Lansia,Retired,144,1,7517.5,2024-11-04 08:12:09,2
611.11,Debit,Detroit,ATM,Dewasa Muda,Student,282,4,919.84,2024-11-04 08:11:12,1
219.63,Debit,Charlotte,ATM,Dewasa,Doctor,44,1,8013.63,2024-11-04 08:07:29,2
188.7,Debit,New York,Branch,Lansia Muda,Retired,123,1,5077.06,2024-11-04 08:09:59,2
93.52,Debit,Philadelphia,Online,Lansia Muda,Engineer,97,1,2791.2,2024-11-04 08:08:04,1
275.92,Credit,Nashville,Branch,Lansia Muda,Retired,107,1,1777.38,2024-11-04 08:07:39,1
376.79,Debit,Milwaukee,Branch,Lansia,Retired,265,1,7749.14,2024-11-04 08:08:44,2
8.98,Debit,Detroit,Online,Lansia,Retired,56,1,4516.76,2024-11-04 08:10:53,2
697.32,Debit,Atlanta,Online,Lansia,Retired,91,1,2016.02,2024-11-04 08:11:18,1
17.45,Debit,Omaha,ATM,Dewasa Muda,Student,88,1,1959.52,2024-11-04 08:09:39,1
302.16,Debit,Kansas City,Online,Lansia,Retired,138,5,3876.61,2024-11-04 08:07:38,1
442.74,Debit,San Diego,Branch,Dewasa Muda,Student,136,1,1790.27,2024-11-04 08:09:45,1
623.9,Debit,San Jose,ATM,Dewasa Muda,Student,249,1,711.47,2024-11-04 08:10:15,1
445.41,Debit,Fresno,ATM,Dewasa,Doctor,235,3,12154.66,2024-11-04 08:08:08,0
63.41,Debit,Fort Worth,ATM,Dewasa Muda,Student,36,1,1546.22,2024-11-04 08:07:15,1
346.85,Debit,Kansas City,ATM,Dewasa,Doctor,88,1,7208.15,2024-11-04 08:10:25,2
71.95,Credit,Omaha,Online,Lansia Muda,Engineer,53,1,9267.32,2024-11-04 08:06:23,0
7.5,Debit,Dallas,Online,Lansia Muda,Retired,36,1,6485.78,2024-11-04 08:11:28,2
206.46,Debit,Virginia Beach,ATM,Lansia,Retired,279,1,3984.38,2024-11-04 08:06:44,1
423.11,Debit,Columbus,ATM,Lansia Muda,Engineer,47,1,412.78,2024-11-04 08:10:58,1
35.84,Credit,Colorado Springs,Online,Lansia Muda,Retired,172,1,4795.65,2024-11-04 08:10:57,2
88.6,Credit,Raleigh,Branch,Dewasa Muda,Student,105,1,246.57,2024-11-04 08:08:47,1
1431.3,Debit,Oklahoma City,ATM,Dewasa Muda,Student,168,1,1058.13,2024-11-04 08:11:20,1
53.81,Credit,Raleigh,ATM,Lansia Muda,Engineer,37,2,2564.62,2024-11-04 08:12:05,1
22.46,Debit,New York,Online,Lansia Muda,Retired,78,1,6631.5,2024-11-04 08:07:46,2
334.89,Debit,Fort Worth,Online,Dewasa Muda,Student,260,1,1661.68,2024-11-04 08:08:44,1
319.27,Credit,Omaha,Online,Lansia Muda,Retired,59,1,5504.01,2024-11-04 08:06:35,2
144.3,Debit,Oklahoma City,ATM,Dewasa Muda,Student,88,1,312.19,2024-11-04 08:10:39,1
348.7,Credit,Fresno,Branch,Lansia,Retired,149,1,2445.58,2024-11-04 08:06:58,1
366.21,Debit,Oklahoma City,ATM,Lansia Muda,Doctor,181,1,10862.99,2024-11-04 08:11:36,0
99.11,Debit,Philadelphia,Online,Lansia Muda,Retired,12,1,5414.87,2024-11-04 08:09:35,2
539.35,Debit,Milwaukee,ATM,Lansia Muda,Retired,127,1,3919.44,2024-11-04 08:11:49,1
188.99,Debit,Oklahoma City,Branch,Lansia Muda,Engineer,92,1,7315.34,2024-11-04 08:07:32,2
1416.69,Debit,Nashville,ATM,Dewasa,Engineer,58,1,3740.73,2024-11-04 08:11:35,1
710.14,Debit,El Paso,ATM,Dewasa Muda,Student,227,1,465.63,2024-11-04 08:12:20,1
308.68,Debit,Milwaukee,Online,Lansia Muda,Doctor,170,1,9992.36,2024-11-04 08:10:16,0
166.68,Debit,Mesa,ATM,Lansia Muda,Retired,139,1,5141.19,2024-11-04 08:12:19,2
0.99,Debit,Los Angeles,ATM,Dewasa,Engineer,133,1,4317.85,2024-11-04 08:09:12,2
505.19,Debit,Kansas City,ATM,Dewasa,Doctor,128,5,5326.68,2024-11-04 08:10:19,2
66.58,Debit,Raleigh,Branch,Dewasa Muda,Student,79,1,1636.32,2024-11-04 08:08:48,1
223.43,Debit,Dallas,Branch,Lansia,Retired,178,1,7932.41,2024-11-04 08:09:38,2
659.95,Debit,Detroit,Online,Lansia Muda,Engineer,114,1,3927.69,2024-11-04 08:06:26,1
634.86,Debit,Chicago,ATM,Dewasa Muda,Student,45,1,588.5,2024-11-04 08:08:00,1
286.5,Credit,Boston,Branch,Dewasa,Engineer,60,1,8517.95,2024-11-04 08:09:17,2
322.96,Credit,Philadelphia,Branch,Lansia,Retired,168,1,2401.59,2024-11-04 08:11:24,1
654.48,Debit,Columbus,Branch,Dewasa Muda,Student,114,1,6776.41,2024-11-04 08:10:17,2
157.97,Debit,Philadelphia,Branch,Dewasa,Doctor,140,1,5529.92,2024-11-04 08:10:06,2
120.9,Debit,Tucson,Branch,Dewasa,Doctor,52,1,9009.42,2024-11-04 08:08:19,2
254.77,Debit,Denver,Branch,Lansia Muda,Engineer,57,1,5994.87,2024-11-04 08:07:07,2
795.96,Debit,Raleigh,Online,Lansia,Retired,119,1,5468.58,2024-11-04 08:08:26,2
149.25,Debit,Omaha,ATM,Dewasa,Engineer,142,1,5677.52,2024-11-04 08:07:41,2
3.42,Credit,San Antonio,Online,Dewasa,Doctor,158,1,14180.21,2024-11-04 08:08:48,0
68.19,Credit,Fresno,Online,Dewasa,Doctor,189,1,9895.1,2024-11-04 08:07:50,0
493.42,Debit,Baltimore,Branch,Dewasa,Engineer,111,1,2232.84,2024-11-04 08:10:01,1
37.57,Debit,El Paso,ATM,Lansia Muda,Retired,42,1,7739.54,2024-11-04 08:09:21,2
127.0,Credit,Nashville,Branch,Dewasa Muda,Student,68,5,431.16,2024-11-04 08:10:12,1
96.89,Debit,Sacramento,ATM,Lansia Muda,Retired,53,1,6044.93,2024-11-04 08:11:06,2
448.33,Debit,Atlanta,ATM,Dewasa Muda,Student,161,1,922.19,2024-11-04 08:09:44,1
1116.48,Debit,San Diego,ATM,Lansia Muda,Engineer,55,1,447.53,2024-11-04 08:11:35,1
8.65,Debit,Las Vegas,Online,Dewasa,Doctor,273,1,10778.35,2024-11-04 08:09:03,0
65.57,Debit,Miami,Online,Dewasa,Engineer,82,1,7513.79,2024-11-04 08:06:26,2
539.81,Debit,San Francisco,Online,Dewasa,Engineer,177,1,2051.25,2024-11-04 08:09:05,1
363.53,Debit,Kansas City,ATM,Lansia Muda,Retired,142,1,1038.91,2024-11-04 08:10:57,1
64.9,Credit,Detroit,Branch,Lansia Muda,Retired,72,1,6854.61,2024-11-04 08:10:18,2
358.18,Debit,Boston,ATM,Dewasa Muda,Student,157,1,619.86,2024-11-04 08:07:58,1
167.2,Debit,San Antonio,Branch,Dewasa,Doctor,84,1,11320.83,2024-11-04 08:06:52,0
121.91,Debit,Chicago,Branch,Lansia Muda,Doctor,133,1,14510.8,2024-11-04 08:08:59,0
137.57,Debit,Louisville,Online,Lansia Muda,Engineer,70,1,5103.67,2024-11-04 08:11:22,2
534.62,Debit,Oklahoma City,Online,Lansia Muda,Doctor,45,1,13793.53,2024-11-04 08:06:35,0
463.92,Debit,Mesa,Online,Lansia Muda,Engineer,199,1,2403.39,2024-11-04 08:09:14,1
320.14,Debit,Milwaukee,Online,Lansia Muda,Retired,96,1,3075.97,2024-11-04 08:07:40,1
214.93,Debit,Albuquerque,Online,Dewasa Muda,Student,52,1,7835.4,2024-11-04 08:08:51,2
